Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
7165,3,2,1,0,0,@sarahVICwood im going to murder that fucking cunt
5138,3,2,1,0,0,@TherealGeorgeZ you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy
12555,3,2,1,0,0,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him."
19999,3,2,1,0,0,RT @lmfaohilarious: Never go full retard http://t.co/LMk3TX5ViC
6812,3,3,0,0,0,@maliktender gayer then 2 faggots in bed together&#128129;
19439,3,2,1,0,0,RT @frankthetank215: There might be a couple cotton pickers on the spurs but they all play unselfish white man basketball
5880,3,2,1,0,0,@chanelisabeth that nigger music
9319,3,2,0,1,0,"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr"
22963,3,2,1,0,0,Watch out nigger lovers. You day is coming. http://t.co/ZV1CpK1iy8
2766,3,3,0,0,0,@Buckm00se @letsargueboxing sand nigger ran over some Kidd
6269,3,3,0,0,0,@heyyayled do i have to repeat myself u white trash
16429,3,2,1,0,0,RT @KissMy_klASSy: Exactly. .same shit I said&gt;&gt;&gt; @Im_Yung_Jay: So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#8230;
9551,3,2,1,0,0,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people
23037,3,2,1,0,0,"Well gahdamn. RT @HuhWhatsACondom: Wooooow &#8220;@moesdeph: ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;"
9480,3,2,1,0,0,Fuck Ur god until dat faggot strikes me down
6698,3,2,1,0,0,@kittty_jpg @SteeZeyFLOW @nosfiend215 at least im not black bitch your parents left you in the mcdonalds parking lot after you were born
3088,3,2,1,0,0,@Derek_Kirchner7 @tori_mills02 fags&#128567;&#128567;
24202,3,2,1,0,0,cant trust niggas when it come to bitches
8915,3,2,1,0,0,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz."
17495,3,2,1,0,0,RT @RihannaHasAids: aight game over. dykes had to ruin it http://t.co/o0CAn6gb1p
24420,3,2,1,0,0,hoe ass nigga &#128569;
13631,3,2,1,0,0,Niggah niggah niggah don't believe me just wacthh...
18892,3,2,1,0,0,"RT @_politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230;"
25065,3,2,0,1,0,they shot another monkey lmaooooooooooo
263,3,2,1,0,0,"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger"
10332,3,2,1,0,0,I be waking up on some new shit like fuck that bitch shit
8395,3,2,1,0,0,"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas."
17886,6,5,1,0,0,RT @SwaaggyyV: Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.
4815,3,2,1,0,0,@SexWith_SocksOn faggot
14054,3,2,1,0,0,Or the teach might get u got RT @abstraktalante: I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.
4572,3,3,0,0,0,"@ProperEtacet fuck your mother, faggot"
15019,3,2,1,0,0,RT @CheyenneWright_: @villasenor_30 it means you're a faggot lol
17543,3,2,1,0,0,RT @SAMMI_boyden: Fucking James tried to tell me Jawga Boys sucked. I went ape shit dude @savanigga @OfficialDThrash @jawgaboyz
16814,3,2,1,0,0,RT @MichaelGT03: Happy birthday freshman faggots @cooopster98 @Chase123456718
3734,3,2,1,0,0,"@Jaytwofly huh, lol mad nigger is mad"
18222,3,2,1,0,0,RT @ToyaMiani: The reason you called Jesus a monkey is because you knew he was not your color #Farrakhan#TheTime
4897,3,3,0,0,0,@StephyRae7 faggot.
16501,3,2,1,0,0,RT @Lady_BlahBlah: furrybah *in my PayPay voice* RT @80sbaby4life: The hoes are for EVERYBODY my nigga!
11867,3,3,0,0,0,"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth."
2751,3,2,1,0,0,"@Brice2254 Fuck you, faggot."
6599,3,2,1,0,0,@kieffer_jason @zach_smith98 @NathannDevlin so why the fuck are still talking shit. You acting like a pussy ass nigga
17297,3,2,1,0,0,RT @PlainBlack_D: Get these trash ass niggas outta my stadium!!! &#128514;&#128514;&#128514;
13656,3,2,1,0,0,Niggas deserve better bitches
18673,3,2,1,0,0,RT @_CollegeHumor_: i fully support same-sex marriage but i'll never stop calling my friends faggots
23812,3,3,0,0,0,You have my word we will RT @JRwrz: @Thotcho beat those fucking faggots pls
5688,3,2,1,0,0,"@aravosis May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch"
6652,3,2,1,0,0,@kieffer_jason oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy
18886,3,2,0,1,0,RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;
3500,3,2,1,0,0,@HuffingtonPost y don't that bitch just shoot herself? so sick of all those whores!
14200,3,3,0,0,0,"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania."
3517,3,3,0,0,0,@Huntermoore happy cuz I woke up white and not a nigger!
20916,3,2,1,0,0,Raunchy ass hoe.
24995,3,2,1,0,0,"tell the hating niggah 
stfu"
3404,3,2,1,0,0,@GrizzboAdams roid rage much faggot?
1743,3,2,1,0,0,&#8220;@boojieque: &#128514;&#128169;RT @WebbMadeThis: Lemme find out you niggaz letting bitches shit on yo faces&#8221; &#128557; niggas is weirdos
2772,3,2,1,0,0,@Buckm00se true sand niggers &amp; bum Brits claim he's a ATG hall of fame legend smh
21511,3,3,0,0,0,"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship"
8461,3,2,1,0,0,Burn bitch http://t.co/63FmrF0g5j
17650,3,3,0,0,0,"RT @Seymor_Buccs: Man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love &#8230;"
15053,3,2,1,0,0,RT @Chvntre: sometimes I wanna upper cut this bitch but I don't know if she's special ed or not
16867,3,2,1,0,0,"RT @Mitchellharri: Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole"
2697,3,2,1,0,0,@BloggerBoxing @rianscalia pass the Fosters faggot
16678,3,3,0,0,0,RT @LuieSanches: PROUDLY a racist. u dumb nigger
5396,3,2,1,0,0,@YungRajee Shit ill pay the premium to get away from these anything ass hoes
14031,3,2,0,1,0,Only white trash watch football.
6348,9,7,1,1,0,"@infidelpamelaLC I'm going to blame the black man, since they always blame ""whitey"" I'm an equal opportunity hater."
25290,3,2,1,0,0,you're such a retard i hope you get type 2 diabetes and die from a sugar rush you fucking faggot @Dare_ILK
6281,3,2,1,0,0,@hunterbuch66 @kieffer_jason @sbsylvester yo fat ugly ass couldn't even pull the ugly bitch in the school
14058,3,2,1,0,0,Oregon losing IN OREGON ahhhahahaha faggots
4731,3,2,1,0,0,@SAMMI_boyden bruh we can finally roll like rednecks (': ((drug dealers))
5102,3,2,1,0,0,@TheRealCVL and @CoryHolmes24 are faggots. Kbye.
85,3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad"
4839,3,2,0,1,0,@Shvkxir @RickiRoma @BaeSongz @JayZOverrated Ahmed and retard mikey for special Olympic boxing
23702,3,2,1,0,0,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.
6041,3,3,0,0,0,"@dolphrudager You don't have any kids?! What are you, one of them queers!?"
20985,3,2,0,1,0,Roman Catholics in the US are trash. They give Catholics in Europe a bad name.
1074,3,2,1,0,0,&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;
7749,3,2,1,0,0,"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol"
21459,3,2,1,0,0,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War
14876,3,2,1,0,0,RT @Buckm00se: if i dont get drafted for the squad we gonna have some problems drop the faggot jesus
12499,3,3,0,0,0,Kanye west is a faggot
3057,3,2,1,0,0,@DavetheBrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high
5759,3,2,1,0,0,@bellaangeletti no ud still be a fag if I was lolz
2570,3,2,1,0,0,@AyeFuckWoody @coryburgess87 do i literally eat asshole for a living? is that what i actually do faggot? You seem a little confused..
13003,3,2,1,0,0,"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War"
6651,3,3,0,0,0,@kieffer_jason oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy
9238,3,2,1,0,0,Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.
2046,3,2,1,0,0,&amp;when they say him they mean dyke Ron #wcw http://t.co/VV4DUMMe4A
24281,3,2,1,0,0,dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;
3125,3,2,1,0,0,@DolanGang beans u beaner?
13674,3,2,1,0,0,Niggas sleepin with bitches grandmas??? Lmfao maury fake af
10395,3,2,1,0,0,I can't fuck any ol bitch niggas be desert dicks out here&#128557;
5464,3,2,1,0,0,"@_GOLDwhippp faggots, old people, people who can't drive, drunk people"
3689,3,3,0,0,0,@JacobbBacker you don't know shit about me faggot bitch
1450,3,2,1,0,0,&#8220;@MoffettMM: Just got done with my last final and I'm walkin around campus like I own this place&#8221; queer.
10839,3,2,1,0,0,I hope you get eye cancer bitch.
2661,3,3,0,0,0,@BillionaireCrow @Neelahrelates your what's wrong with the white race you fuckin coon slaying piece of poop please die alone
4275,3,2,1,0,0,@Montea_Rollin @kayysavage I wasn't serious bitch &#128514; bitch them niggas i named ain't fuccing witcho ass &#128514;&#128557; we all just making shit up &#128527;&#128553;
13995,3,3,0,0,0,Only Americans would hire white trash with ties to international terrorism as police officers.
4553,3,2,1,0,0,@Po0pdogg back up faggot
24444,3,2,1,0,0,how the fuck do all these fucking faggot ass randos even find zoe's ask account????
16701,3,2,1,0,0,"RT @MAfreedom: If you dont see the connection between legitimizing the queer lifestyle, and an increase in STD's and sexual deviancy- yo ..."
6258,3,2,1,0,0,@hellootitty nigger
13744,3,2,1,0,0,"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;"
11637,3,2,1,0,0,I'm obviously not talking about CoD because that game is for queers.
4864,3,2,1,0,0,"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils"
6213,3,2,1,0,0,@gonzalez_sassy ur not sassy white trash change ur username
23159,3,2,1,0,0,When a pussy nigga socks you and doesn't knock you out.
4651,3,2,1,0,0,@RepulsiveTool And the only band that sucked worse live is those fags Guns &amp; Poses.
5519,3,2,1,0,0,@_TurnDownDre @kushdaddycorr lmao you stupid nigger
2973,3,2,1,0,0,@CrackerJhak Because you're a fag
657,3,2,1,0,0,"""poor whitey"" http://t.co/3UkKeyznz8"
6452,3,2,1,0,0,@joeylattime @Mawson38 @ameriC00N thats just me rooting against a team I hate not banwagoning u retard u have a different favorite
3266,6,4,1,1,0,@Flow935 jus wanted to let y&#225;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN
12838,3,2,1,0,0,Lmaooo RT @Handsomeesco_55 She a tranny if she can open a jar of pickles by herself
22592,3,2,0,1,0,This nigglet &#10084;&#65039;
24257,3,2,1,0,0,do you think all the rice fags are at McDonald's?
3040,3,2,1,0,0,@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga
22934,3,2,1,0,0,Waiting on this wetback sycksyllables http://t.co/L8wqZduzZE
8040,3,2,0,1,0,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu
3077,3,2,1,0,0,@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe
6470,3,2,1,0,0,@joshgnf @brana_nv @define808 @ironbjk @mrjstn oh shut up faggot get a disease overused on twitter
19186,3,3,0,0,0,RT @cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.
21113,3,2,1,0,0,See&gt; Its a FINE LINE&gt; Killing #faggots doesn't change the source of their creation. Which is #Stupid PEOPLE #overbreeding&gt; #PERIOD&gt;
6184,3,2,1,0,0,@georgiathenewsa you look like a welfare bitch compared to Latinas I date and fuck. You need fashion and makeup tips tbh
1474,3,3,0,0,0,"&#8220;@NoChillPaz: White kids favorite activities
1. Calling people ""niggers"" on Xbox
2.fucking their pet
3. Shooting up their school&#8221;"
20185,3,3,0,0,0,RT @nick_pertile: Oh my goodness do I hate Chinese people. Fucking zipperheads
7095,3,2,1,0,0,"@realDonaldTrump he looks like reg. Memphis,tn. trash! we got them everywhere."
9603,3,2,1,0,0,Fuk wit a real nicca
8236,3,2,1,0,0,Between this trend and the vines acting like women its like niggas couldn't wait to be faggots http://t.co/dKVnjmCarZ
11962,3,2,1,0,0,"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard."
3570,3,2,1,0,0,@Iemonaids done that spell check we know you meant fat liberal Dyke feminist Nazi bitches
9484,3,2,1,0,0,Fuck a lame nigga than you a lame bitch
3434,3,2,1,0,0,"@HarveyLevinTMZ @sly309 they want what I got, I want what they got, America.they got the word nigger, I want it to"
2923,3,3,0,0,0,@Christian_ESEM you don't know what your talking about retarded faggot
2687,3,2,1,0,0,@Blackman38Tide lmfao go to bed whitey &#128129;
16548,3,2,0,1,0,RT @Leslieeeixta: Bdubs is packed with beaners &#128557;&#128514;
3489,3,3,0,0,0,@Hovaa_ shut up lizard faggot nigger cunt
19689,3,2,1,0,0,"RT @iowahawkblog: ""I love cripples! Look at all these fucking cripples! Goddamit I'm a people person!"" https://t.co/XCLA5xPmLX"
3152,3,2,1,0,0,@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.
790,3,2,1,0,0,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?
8825,3,2,1,0,0,DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#8220;U Sellout Uncle Tom Ass N*gger&#8221; http://t.co/vcBWzkyeDv
2396,3,2,1,0,0,@AGreasyMonkey @Huntermoore faggot
772,3,2,1,0,0,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies
6881,3,2,1,0,0,@mimiswagnotes You are an ignorant cunt.
14553,3,2,1,0,0,RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300
21293,3,2,0,1,0,Sick of your coon antics RT @POONsoaker: Accuracy RT @Thotcho: &#8220;Henny &gt; water&#8221; &#128128;&#128128;&#128128;
24028,3,2,1,0,0,ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or ain't getting enough pussy!!
6137,3,2,0,1,0,"@feverspell @NYRKelsMads I'll do it! @1dgroupiegossip In the UK, ""Fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo."
5995,3,2,1,0,0,@delaney_guinan a faggot that needs to grow up
13032,3,2,1,0,0,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid
624,3,2,1,0,0,"""You ol trout mouth ass bitch"" 
DEEEEAAAADD"
13683,3,2,1,0,0,Niggas wear wigs more than bitches these days.
14126,3,2,1,0,0,People get more and more retarded everyday
1448,3,2,1,0,0,"&#8220;@MikeyPDaCav5: I love the song ""John Doe"" #dope&#8221; @MirandaWigley @edenbaby101 faggots"
12900,3,2,1,0,0,Lol RT @JayFucknHarris: Youuuuu got niggas but I don't got bitches
20513,3,2,1,0,0,RT @stepheeezyy: Rt *nigga *bitch *him &#8220;@187XO_: ' I will never date a female with another niggah name on her lol . Wtf .&#8221;
4867,3,2,1,0,0,@Soldier1eaODGrn I don't give a flying fuck what a teabagger piece of human garbage like you thinks =)
6310,3,2,0,1,0,"@iNURSELISA @blackredsoxfan 
It's a nice way of callin y'all honkies"
12211,3,2,1,0,0,It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me
21882,3,2,1,0,0,That pic is now circulated by Jihadis with a call to kill him. http://t.co/PUn8fNVBal #Saudi #ISIS #Syria
5058,3,2,1,0,0,@TheChicagoBaker @stopbeingfamous @RaniaKhalek do birds have a 72% out of wedlock rate? is it white fathers that are running away?
9503,3,2,1,0,0,Fuck boi fag
9263,3,2,1,0,0,"Everyone tells me the exact same thing but I won't listen, coon"
21900,3,2,0,1,0,That was my faggot rant for the night.
5793,3,2,1,0,0,@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.
3783,3,3,0,0,0,@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag
1576,3,2,1,0,0,"&#8220;@TP_Three: @WestSideFlee @KekePalmer damn they got wifey &#128561;&#128561;&#128534;&#128534;&#128555;&#128553;&#128553;&#128553;&#8221;

Fall back nigga &#128299;.. I don't share my hoes"
3555,3,2,1,0,0,"@IWantHis_Heart Ok u fat precious lookin ass bitch, u big fat back at the barnyard lookin ass bitch. I can fix my grammar but u still fat"
5709,3,3,0,0,0,@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.
5239,3,2,1,0,0,@Versanche only faggots drive stick
7370,3,2,1,0,0,@theshardyrebel #faggot
3082,3,2,1,0,0,"@DefendWallSt those little #ISIS faggots usually have bags over their heads anyway. 
Makes bullet placement interesting thru a scope."
574,3,2,1,0,0,"""These sour apple bitter bitches, I'm not fuckin wit em"""
21509,3,2,1,0,0,"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall"
15026,3,2,1,0,0,RT @ChiefKeef: Dat bitch Katy Perry Can Suck Skin Off Of my Dick
4666,3,2,1,0,0,@RichxInxFlavor I'm not a fag. Gtfo
15328,3,2,1,0,0,"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me."
12797,3,3,0,0,0,Lmao RT @Handsomeesco_55 If u live wit ya girl and u do dishes u a faggot
7170,3,2,1,0,0,@sassyharryballs ur ballsack is hairy gtfo tranny prude bitch
1230,3,2,1,0,0,"&#8220;@Crowdifornia: We agree... do you? http://t.co/4diz5NKYMN&#8221; FUCK YES, I DO! Send those illegal, wetbacks home!!!"
20409,3,2,1,0,0,RT @saramariewelch: Been my main nigguh since digital camera selfies @thorpe_emily http://t.co/XiQiRbQ7mP
3914,3,2,1,0,0,@Kenny__Wright @itsfrankybitch @yoPapi_chulo so if your 17 and in high school you dont have your own house you fucking faggot
18983,3,2,0,1,0,RT @anticvlum: @NoneShallPass97 trash eating trash
12618,3,2,0,1,0,Lakers are trash right now.
16877,3,2,1,0,0,RT @Moisessp14: Look at u now u pregnant stupid bitch lol
23418,3,2,1,0,0,Wish I coulda said more to @EmmaleeeParkerr tonight. Good seeing you fag. &#128540;
4016,3,3,0,0,0,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.
17842,3,2,1,0,0,"RT @SteveStfler: ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday"
8846,3,2,1,0,0,Damn @JustDoMe_ &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;
4873,3,2,1,0,0,"@SophieRo3 if only there was a medal for that: ""we hate fags, but we won't kill them"" medal. Thank u for the privilege to let fags live."
22958,3,2,1,0,0,Wassup wit all these fucc niccas
744,3,2,1,0,0,#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;
9512,3,2,1,0,0,Fuck her pussy fuck her mouth fuck her ass cause she nasty
21856,3,2,1,0,0,That fucking slutty beaner
8288,3,2,1,0,0,Bitches be having a nigga but want to be another nigga WCW bitch it don't work like that
15451,6,4,2,0,0,RT @EarlyLegend: I don't fuck with these hoes &amp; I don't fuck with niggas that's fuckin these hoes
22303,3,2,1,0,0,These niggas retarded... Lmfaoo
6741,3,2,1,0,0,"@leetreble_ quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy"
21553,3,2,1,0,0,Sonnen is a faggot
8784,3,2,1,0,0,Crew neck ass nigguh
9532,6,4,2,0,0,"Fuck that niggah he so weak, he cant tell that you a freak"
3242,3,2,1,0,0,@Fardousaa becuz no man should celebrate his bday at a drreams #faggot
13725,3,2,0,1,0,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.
5801,3,2,1,0,0,@bonnoxxx nah she said you a fag
12550,3,2,1,0,0,Kim Kardashian look like a tranny with all that surgery
5208,3,2,1,0,0,@TweetfrmtheSole it&#8217;s the entire pats bandwagon. They&#8217;re faggots
8564,3,2,1,0,0,"Can&#8217;t wait to humble these niggas in the playoffs again. Until then, good job hoes"
9747,3,2,1,0,0,Good Mernin faggots http://t.co/3ZPTPqFkTl
24766,3,2,1,0,0,nigga u a cunt where yo fendi clutch
9434,3,2,1,0,0,Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh
5515,3,2,1,0,0,@_TriggaPlease_ @kanyewest he's a faggot
4906,3,3,0,0,0,@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people
5433,3,3,0,0,0,"@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot."
1554,3,2,1,0,0,"&#8220;@SimplyHype: @kobebryant shut the fuck up, you fucking trash nigga, work on another ring&#8221; http://t.co/6RleNKR7EE"
23328,3,2,1,0,0,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.
18210,3,2,1,0,0,"RT @TooRacist: Some black guy at my school asked if there were colored printers in the library.

""It's 2014 man you can use any printer you&#8230;"
6267,3,3,0,0,0,@heyrmbr probs that fag Vhia
11403,3,2,1,0,0,"I wonder if that Latino strategy is working?@TPM: GOPer doubles down on ""wetbacks"" but backpedals on ""shoot on sight"" http://t.co/QwlPxxsUIb"
3273,3,3,0,0,0,@FrankieJGrande fugly queer white trash
17750,3,2,1,0,0,RT @SnipersInPeril: @ShinSnipes happy birthday my little cotton picker
7416,3,3,0,0,0,@truuueee_ that bitch done.. have it to u on Sunday my nigga
2491,3,2,1,0,0,@AndreBerto can't wait for more PEDS is that it? Roid munching faggot
5491,3,2,1,0,0,@_Nadiaxo fags
7226,3,2,0,1,0,@sho_time_ @MitchVorce chill ur pussy gay af
14576,3,3,0,0,0,RT @Asshole_God: Hate fags? The answer's yes.
13735,3,2,1,0,0,"No these are only whites pies.
Well do you have any negro pies?"
7239,3,2,1,0,0,@skrabah Don't my nigga me honkie
23960,3,2,1,0,0,You're just another nigguh.
1989,3,3,0,0,0,&#8220;@waymoflydenu Why yall think its ok to be faggots?&#8221; and want us to be cool with them
12197,3,2,0,1,0,"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb"
17519,3,3,0,0,0,"RT @RollingWithTrin: ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" &#128514;&#128514;&#128514;"
23952,3,2,1,0,0,You're all faggot fuckheads.
9630,3,2,1,0,0,Gabby's a bitch and has two accounts
6253,3,2,1,0,0,"@hekterr don't stop now half breed, I'm just starting to learn about what makes you a dumb ass"
18367,3,3,0,0,0,RT @VaTxn: Illegal alien is not a race. It's a crime. @MuchoMacho @McDonalds @jeandeaux1776 @cspanwj #wetbacks http://t.co/pf2YpelyOP
24016,3,2,1,0,0,Zimmerman we comin for yo life bitch. http://t.co/KHdZ1vdnSK
18515,3,2,1,0,0,RT @XdalovelyTishai: Most of these niggas go broke for these hoes
25197,3,2,1,0,0,"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin."
357,3,2,1,0,0,"""@jgabsss: Stacey Dash won &#128166; http://t.co/PDLG46rjOL"" baddest bitch evaaaa"
5241,3,2,1,0,0,@Vexda go jerk off to lollis faggot.
4071,3,2,0,1,0,"@LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards"
6808,3,2,1,0,0,@maggie_burdis @nickgoldapp lmao dude you are probably the biggest fag in nebraska &#128514;&#128514;&#128514;&#128514;&#128514;
791,3,3,0,0,0,#SouthCarolina is full of white trash
11949,3,3,0,0,0,"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?"
3030,3,2,1,0,0,@DangItsTiff you look like fucking shrek bitch
5466,3,2,1,0,0,"@_IAMKEN you'll make the team, them niggas trash. Lol"
6970,3,2,1,0,0,@nosfiend215 @faggot696969 niggers
11683,3,3,0,0,0,I'm so sick of u niggers...
3827,3,2,1,0,0,@JungleFeverFren fuck u nigger
17070,3,2,1,0,0,RT @NoWomanIsRight: You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
5545,3,2,1,0,0,@_angelaaau hey fag i &lt;3 you
8804,3,2,1,0,0,Cussed out by a fat redneck on the last day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;
19761,3,2,1,0,0,RT @jaymesshaylan: fuuck jalens a slow bitch!
20719,3,2,1,0,0,RT @veeveeveeveevee: If I was Obama Id call a press conference &amp; slit joe bidens neck on live tv just 2 show these crackers I mean business&#8230;
6715,3,2,1,0,0,@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke
23348,3,3,0,0,0,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.
8531,3,2,1,0,0,Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing
8802,4,3,1,0,0,Curse AVI for Coke because he's a fag and hasn't put it on yet http://t.co/jHQPwop4wk
13538,3,2,1,0,0,Need a bitch to drop it down for a niggah
21584,3,3,0,0,0,Spics are half breed trash. No filthy native should be allowed to speak to any European.
12214,3,2,1,0,0,"It was nice of you to unfollow me, fag"
24472,3,2,1,0,0,"i find it funny when fags write ""looking for bf"" on a grindr ap. LOL thats a fucking ap dumbass."
2903,3,3,0,0,0,"@Cheesus85 @greyyygoose faaaaggggottttt, speaking with the blonde hair and confused, you're a hypocrite, cuz you're a faggot"
13164,3,2,1,0,0,"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals."
15038,3,2,1,0,0,"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 well he is at Genos. So he is the ultimate faggot&#8221;
@elmaestro1 got to show this queer how to eat &#8230;"
18526,3,2,1,0,0,RT @YABOYLILB: If I ride up to your bitch in these then... homie consider yourself a single nigga. http://t.co/dTJY9RHtdF
3733,3,2,1,0,0,@Jaytwofly @G_MUCKA good leave you stupid faggot
22001,3,2,1,0,0,The chinks really hunting their food... RT @WWLTV: Dog shot with arrow in N.O. East- http://t.co/q1KqT6STwl
4644,3,2,1,0,0,@RedNationBlogga fuck those faggots
23449,3,2,1,0,0,Women who are feminist are the ugly bitches who cant find a man for themselves
535,3,2,1,0,0,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;"
6449,3,2,1,0,0,@jmellor432 fag
15412,3,2,0,1,0,RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader Zim was trash
